Name,Profession,Dob,picture,notable_work
Natasha Dee Davis,Actress,1982-3-19,"https://m.media-amazon.com/images/M/MV5BYjEzZjY1NDctYzZhOC00N2ZmLWFlNjItNjViZGVhMWQ2NmRiXkEyXkFqcGdeQXVyMjAxOTg1NTQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Pervasive,Guardian,Dark Memories,Fanged"
Byeong-heon Lee,Writer,,,"Extreme Job,Twenty,Cheer Up Mr. Lee,The Cravings"
David Swift,Writer,1919-7-27,"https://m.media-amazon.com/images/M/MV5BZTFiOGJkOGUtM2RmNC00NDIxLThjNjEtMmFjZjA4NTQ2YjQxXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_UY317_CR102,0,214,317_AL__QL50.jpg","How to Succeed in Business Without Really Trying,The Parent Trap,Camp Runamuck,The Parent Trap"
Fulya Zenginer,Actress,1989-7-21,"https://m.media-amazon.com/images/M/MV5BMTQxMTE5NzU3M15BMl5BanBnXkFtZTcwMjA2NzI4Nw@@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Sag Salim,Küçük Kadinlar,Benim Için Üzülme,Altin horoz"
Ryan Stanger,Actor,,"https://m.media-amazon.com/images/M/MV5BMTc5OTg4MTcxN15BMl5BanBnXkFtZTcwOTAwNjQ4Nw@@._V1_UY317_CR130,0,214,317_AL__QL50.jpg","Brooklyn Nine-Nine,Conan,Adam Ruins Everything,Comedy Bang! Bang!"
Rosa de Castilla,Actress,1932-5-30,"https://m.media-amazon.com/images/M/MV5BMGM1MDU3YjctY2Q2NC00MzA5LWEyNWYtNjAwY2YwZjBmZTg5XkEyXkFqcGdeQXVyNTUyMTMyMDg@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","The Hell of Frankenstein,Tal para cual,Dos corazones y un cielo,Vuelve el lobo"
Sal Rendino,Actor,,"https://m.media-amazon.com/images/M/MV5BMjY0NDlhNDYtYTAxZS00N2QwLWI0ZjEtMDg4MzAzZjg2MWVmXkEyXkFqcGdeQXVyMTIxMzA1MTU@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Blindspot,Billions,The Americans,Gotti"
Albert Delpy,Actor,1940-9-13,"https://m.media-amazon.com/images/M/MV5BMTFlOTI3OWYtZjUzMi00MzRiLWJkMzctODY1ZDc0ODcwYjgxXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","2 Days in Paris,Before Sunset,Portraitist,2 Days in New York"
A. Whitney Brown,Writer,1952-7-8,"https://m.media-amazon.com/images/M/MV5BMTk3ODEzMzU4OF5BMl5BanBnXkFtZTgwMTQ5ODY2NDM@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","Saturday Night Live,Tales from the Crypt,Exit 57,The Beth Littleford Interview Special"
Clayton Jacobson,Director,1963-10-26,,"Kenny,Brothers' Nest,Upgrade,Mordy Koots"
Ellen Blain,Actress,,,"Encino Man,Once Upon a Forest,Arachnophobia,Rachel and Marla"
Sigur Rós,Soundtrack,,,"Vanilla Sky,127 Hours,The Snowman,Upside Down"
Staci Layne Wilson,Producer,1966-8-23,"https://m.media-amazon.com/images/M/MV5BYTAzZDQ4OGItN2EyNS00YzM3LWJlNmQtN2FiZmQwNTY4NTgyXkEyXkFqcGdeQXVyMTA1NzgxNw@@._V1_UY317_CR35,0,214,317_AL__QL50.jpg","Psycho Therapy,Cabaret of the Dead,Valentine DayZ,The Ventures: Stars on Guitars"
Lena Burmenko,Actress,,"https://m.media-amazon.com/images/M/MV5BYTRmZmQ1ZTUtYjYwYi00ZmVkLWE0NmItYjYzNmZjMzY4NDE4XkEyXkFqcGdeQXVyNjYwODQzNTI@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Marked,Man of the Year: A Chester Sky,Exorcism,Bizarre Murders"
Bonnie Zane,Casting Director,,,"Ed,Sports Night,White Collar,Mad About You"
Anthony Bregman,Producer,,,"Eternal Sunshine of the Spotless Mind,Foxcatcher,Synecdoche, New York,The Circle"
Marci Liroff,Casting Director,,"https://m.media-amazon.com/images/M/MV5BYjJkY2RmYzctZmI1ZC00NDBmLTlmODEtOTZjZjk1ZGMxNzg1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","E.T. the Extra-Terrestrial,Mean Girls,Freaky Friday,Blade Runner"
Rona Hartner,Actress,1973-3-9,"https://m.media-amazon.com/images/M/MV5BODlhMTk4YzgtMDg0ZC00ZDU3LWI3YTEtYmNlNTJjNGFlNzYzXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_UY317_CR271,0,214,317_AL__QL50.jpg","The Crazy Stranger,The Divorce,Children of Men,Nekro"
Cherry Campbell,Actress,,,"Katie Morag,Clique,The Loch,The CBeebies House Show"
Giuseppe Battiston,Actor,1968-7-22,"https://m.media-amazon.com/images/M/MV5BMTM4MzU0MTc0Ml5BMl5BanBnXkFtZTcwOTI4MzAzOA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Perfect Strangers,Bread and Tulips,The Passion,Shun Li and the Poet"
Prabhu,Actor,,"https://m.media-amazon.com/images/M/MV5BZWI0YmFjZjItNGI5NS00NGFkLTg2YzEtNzNkMTM0YjQ4OTU4XkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Chinna Thambi,Charlie Chaplin,Ayan,Chandramukhi"
Toni Lewis,Actress,,"https://m.media-amazon.com/images/M/MV5BMTAzNjM4NjcyOTleQTJeQWpwZ15BbWU3MDA2OTY4MjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Homicide: Life on the Street,The Wire,Heroes,House"
Christian Ulmen,Actor,1975-9-22,"https://m.media-amazon.com/images/M/MV5BODYwMWMxMTEtNDkyNC00MTE2LWIwMTUtYzEzMDFlZmRhYWM0XkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_UY317_CR104,0,214,317_AL__QL50.jpg","Berlin Blues,Dr. Psycho - Die Bösen, die Bullen, meine Frau und ich,Stuckrad Late Night,Maria, He Doesn't Like It"
Peter Richardson,Writer,1951-10-15,,"The Comic Strip Presents...,Eat the Rich,The Glam Metal Detectives,Carry on Columbus"
Jay Cohen,Talent Agent,,,"Bride Wars,Two for the Money,Boys and Girls,Mad Money"
Richard Chew,Editor,1940-6-28,,"Star Wars: Episode IV - A New Hope,One Flew Over the Cuckoo's Nest,The Conversation,Shanghai Noon"
Marlon Moreno,Actor,1966-5-18,"https://m.media-amazon.com/images/M/MV5BMTA1NWE3MGYtN2NlYy00NGI2LTgwOWQtNDc3NWViZDE4NzU4L2ltYWdlXkEyXkFqcGdeQXVyNDc0NjIxNA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","La mujer del presidente,Dog Eat Dog,Another Forever,A Ton of Luck"
Mic Rodgers,Stunts,1954-0-0,"https://m.media-amazon.com/images/M/MV5BOWU2MDczZDktOGQ2ZC00YmRhLTllMTUtOGY2ZGNmOGZhYzZmXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR21,0,214,317_AL__QL50.jpg","Hacksaw Ridge,Point Break,Braveheart,12 Strong"
Brenda Cooper,Costume Designer,,,"The Nanny,Hunter,An American Funeral,Freddy's Nightmares"
Sofiko Chiaureli,Actress,1937-5-21,"https://m.media-amazon.com/images/M/MV5BMTQyNzc0ODM0NV5BMl5BanBnXkFtZTgwNTQzMDA4MTE@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Rats ginakhavs, vegar nakhav,The Color of Pomegranates,In Our Courtyard,Melodies of the Vera Quarter"
Jany Temime,Costume Designer,,"https://m.media-amazon.com/images/M/MV5BMTk5NzQ2NDM0N15BMl5BanBnXkFtZTcwNzA0MDQxOQ@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Skyfall,Harry Potter and the Deathly Hallows: Part 2,Judy,Harry Potter and the Half-Blood Prince"
Camila José Donoso,Director,,,"Naomi Campbel,Nona: If They Soak Me, I'll Burn Them,Casa Roshell,In the Grayscale"
Ragini Dwivedi,Actress,,"https://m.media-amazon.com/images/M/MV5BZTZiY2JkMGItZDgzOC00ZmY1LWExYjYtNjA0N2IyZjI5MTJlXkEyXkFqcGdeQXVyNzY3MTExNTA@._V1_UY317_CR110,0,214,317_AL__QL50.jpg","Kempe Gowda,Veera Madakari,Ragini IPS,Janda Pai Kapiraju"
Ananya Chatterjee,Actress,1977-1-16,"https://m.media-amazon.com/images/M/MV5BYjQ1N2FkOTUtZDdmNi00Zjk2LWEwNmUtOWUzZWM4MWEzYWNlXkEyXkFqcGdeQXVyNjgyOTIyNTM@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Abohomaan,Jaatishwar,Meghe Dhaka Tara,Jodi Love Dile Na Prane"
Howard Nash,Producer,,"https://m.media-amazon.com/images/M/MV5BYmFkOTEwYTAtYTExNy00NWZkLWFhYjEtZDdiZGQ3MmNiY2JjXkEyXkFqcGdeQXVyMTI2NzE1OA@@._V1_UY317_CR11,0,214,317_AL__QL50.jpg","Tiger,John Leguizamo's Road to Broadway,American Wisper,The Legends of Nethiah"
Saritha,Actress,,"https://m.media-amazon.com/images/M/MV5BYmE5YzRlM2UtMWQyNi00Y2ZmLWI0NTItMzBlYTAzNjg0OTE1XkEyXkFqcGdeQXVyMjkxNzQ1NDI@._V1_UY317_CR0,0,214,317_AL__QL50.jpg","Arjun,Agni Sakshi,Achamillai Achamillai,Muhurtham Pathnonnu Muppathinu"
Conrad E. Palmisano,Stunts,1948-5-1,"https://m.media-amazon.com/images/M/MV5BMTU4MDg4NTM2MF5BMl5BanBnXkFtZTYwNTg2OTYy._V1_UY317_CR48,0,214,317_AL__QL50.jpg","Dhoom 3,Ek Tha Tiger,Rush Hour 2,Rush Hour 3"
Michael Sarnoski,Editor,,,"Fight Night Legacy,Olympia,That,Pig"
David Permut,Producer,,"https://m.media-amazon.com/images/M/MV5BOGIxOTE4OWYtZDJiYy00MjIxLWI3ZWEtNGE0MGQ5OTg3NGQ5XkEyXkFqcGdeQXVyMjM5NzU5Ng@@._V1_UY317_CR91,0,214,317_AL__QL50.jpg","Hacksaw Ridge,Face/Off,Charlie Bartlett,Youth in Revolt"
Eddie Romero,Director,1924-7-7,"https://m.media-amazon.com/images/M/MV5BMjc3Y2E4YWItNDkxYS00M2E4LThlOTEtNjA0NzBjODY1MzBhXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","This Is How We Were Before, How Are You Doing Now?,Aguila,The Passionate Strangers,Buhay alamang"
Mansoor Khan,Director,,"https://m.media-amazon.com/images/M/MV5BYjA5OWYyYjctNjAyYS00MjU3LTg4MWUtZTlkNGY5NDJlNzUwXkEyXkFqcGdeQXVyMjQ2MDI5ODE@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Josh,He Who Wins Is King,From Doom Till Doom,I'm Alone, You're Alone"
Elizaveta Neretin,Actress,,"https://m.media-amazon.com/images/M/MV5BZTM1MzYwNzYtYjQyMC00ZjA5LWEyYzYtZWVlMzg4ZjE3ZWU5XkEyXkFqcGdeQXVyODMyNzM1OTg@._V1_UY317_CR14,0,214,317_AL__QL50.jpg","The Flash,Siren,Bubble,The Detour"
Fatboy Slim,Soundtrack,1963-7-16,"https://m.media-amazon.com/images/M/MV5BNmQwNWQzN2MtZTJlZC00ZDNhLTgxYjktMGE2OGNhMmQwMDkxXkEyXkFqcGdeQXVyMjUyNDk2ODc@._V1_UY317_CR163,0,214,317_AL__QL50.jpg","The Take,Lost in Space,Moulin Rouge!,Traffic"
Carl Davis,Composer,1936-10-28,"https://m.media-amazon.com/images/M/MV5BZmMyYWMwYWYtMTRhOS00YmQ3LTk1ZjItZDU4Y2Y1NmM0OTBkXkEyXkFqcGdeQXVyMTk4MDgwNA@@._V1_UY317_CR7,0,214,317_AL__QL50.jpg","The General,City Lights,The French Lieutenant's Woman,Hugo"
Nicholas Art,Actor,1999-1-13,,"The Nanny Diaries,Syriana,Guiding Light,Cashmere Mafia"
Marie France Denoncourt,Stunts,,"https://m.media-amazon.com/images/M/MV5BMTc1NTAwOTcwNl5BMl5BanBnXkFtZTcwNTc0NDU0OA@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","X-Men: Days of Future Past,Death Race,X-Men: Dark Phoenix,Polar"
Trevor Torseth,Actor,,"https://m.media-amazon.com/images/M/MV5BMTA0OTIwOTI1MjNeQTJeQWpwZ15BbWU4MDg2MzYwNzIx._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Cannonball,Sequestered,Look,Agents of S.H.I.E.L.D."
Britta Hammelstein,Actress,1981-8-8,"https://m.media-amazon.com/images/M/MV5BM2VkYThlNmItNGZmZC00ODA3LTg4NDgtMjZhZmM0Mzg0MDg3XkEyXkFqcGdeQXVyNDE4MDU5OTE@._V1_UY317_CR172,0,214,317_AL__QL50.jpg","The Baader Meinhof Complex,Freier Fall,Ferien,Tatort"
Rodney Barnes,Producer,,"https://m.media-amazon.com/images/M/MV5BMDM2YTQzYjMtZTY1Ny00Y2EwLTkyN2YtOWM3ODY4ZWVlN2I1XkEyXkFqcGdeQXVyNjkyNTQxNw@@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Everybody Hates Chris,Blade,15 Minutes,Mystery Men"
Derek Babb,Actor,,"https://m.media-amazon.com/images/M/MV5BMTM5OTM3OTE5M15BMl5BanBnXkFtZTgwMzMwMTI5MDE@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),Red Clover,Game of Thrones: Bleed for the Throne,Duncan"
Debbi Arpini,Art Department,,,"A Small Punch in a Little Town,Legends,Unforgotten"
Jon Jost,Director,1943-5-16,,"They Had It Coming,Homecoming,Bell Diamond,The Bed You Sleep In"
Luxia Jiang,Actress,,"https://m.media-amazon.com/images/M/MV5BY2Y4ZDJiNzQtOTYyNC00ZDhmLWFkMTctMmUxM2RhZDdjZWUyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Operation Red Sea,True Legend,Legend of the Naga Pearls,Undercover vs. Undercover"
Meltem Yilmazkaya,Actress,1984-11-27,"https://m.media-amazon.com/images/M/MV5BOTQyZGFkYmQtZDYxMC00YzU2LWJhNTItMDUzYzRmYTRjMWYzXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Güldür Güldür Show,Kaçma Birader,Cici Babam,Dedemin Fisi"
Brogan Ellis,Actress,,,"The Violators,Waterloo Road,From the Inside"
Jag Singh,Actor,,"https://m.media-amazon.com/images/M/MV5BYTlkOWQ0MDgtNTU2MC00NWUxLTg2MDctNzMxNWU5NTNmZWFmXkEyXkFqcGdeQXVyNzgyMTI0MTk@._V1_UY317_CR79,0,214,317_AL__QL50.jpg","Rocky Mental,Dakuaan Da Munda,Rang Panjab,Sucha Soorma"
Jeremy Sample,Stunts,,"https://m.media-amazon.com/images/M/MV5BODJhNTNhNmQtMzA1Mi00Zjk2LWFlYjQtNDc5MzE5MDY5YmY4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR83,0,214,317_AL__QL50.jpg","Selma,Black Panther,When They See Us,Tom Clancy's Jack Ryan"
Aislinn De'ath,Actress,,"https://m.media-amazon.com/images/M/MV5BZGRiZTAwOWEtMzQyOC00YjlmLTgzOTAtMDU4OWQzNjg2MDNhXkEyXkFqcGdeQXVyMjU1MjQ3NTc@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Lair,Growing Shadows: The Poison Ivy Fan Film,Silent Witness,The Infectious Madness of Doctor Dekker"
David Hollander,Writer,1968-5-16,,"Ray Donovan,The Guardian,Heartland,Personal Effects"
Ilayda Çevik,Actress,1994-12-22,"https://m.media-amazon.com/images/M/MV5BMTQ4MzEwNmEtMzhhYy00ODEzLWEwOWYtYzQxOTM2NTRlZjc4XkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_UY317_CR20,0,214,317_AL__QL50.jpg","Sen Anlat Karadeniz,Niyazi Bey,Gel Dese Ask,Kizim için"
Mamta Mohandas,Actress,,"https://m.media-amazon.com/images/M/MV5BMjQ3NDUwNTM5NV5BMl5BanBnXkFtZTgwNzEzNTk1NjE@._V1_UY317_CR3,0,214,317_AL__QL50.jpg","King,Kadha Thudarunnu,Two Countries,Rakhi"
Danny Smith,Producer,,,"Family Guy,Ted,Grown Ups,Platypus Man"
Alexandra Smothers,Actress,1973-10-12,"https://m.media-amazon.com/images/M/MV5BNDk3NDBjN2EtNGUyMi00NjdiLWE3ODMtZTA2NzUyYWIzZWIxXkEyXkFqcGdeQXVyMjQ0MTcwODE@._V1_UY317_CR23,0,214,317_AL__QL50.jpg","Pizza with Bullets,Desire Street,Broken,Silent Crossroads"
Dominic Anciano,Writer,1959-0-0,,"Operation Good Guys,Final Cut,Heavy Metal,Love, Honor and Obey"
Ben Roy,Writer,1984-1-30,"https://m.media-amazon.com/images/M/MV5BMTkwNzA1MDM3Ml5BMl5BanBnXkFtZTgwNzY4NDg0NzE@._V1_UY317_CR342,0,214,317_AL__QL50.jpg","Those Who Can't,The Carol Burnett 50th Anniversary Special,My Family and the Galapagos,Atlantic Britain"
Kristof Konrad,Actor,1975-4-26,"https://m.media-amazon.com/images/M/MV5BZjlmNDRjMjAtNWI0OS00MmRhLWE4ZGYtOTdjODdjN2YxZDU0XkEyXkFqcGdeQXVyNzk5NjEzOA@@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Red Sparrow,House of Cards,Independence Day,Angels & Demons"
Keren Mor,Actress,1964-12-30,"https://m.media-amazon.com/images/M/MV5BMzc4MjczNjg1M15BMl5BanBnXkFtZTgwMTk0NjcxNDE@._V1_UY317_CR15,0,214,317_AL__QL50.jpg","Yom Haem,On Any Saturday,Abba Ganuv,Foul Gesture"
Jan Hrebejk,Director,1967-6-27,"https://m.media-amazon.com/images/M/MV5BNmNmYjM3N2UtZGUzMy00NDRjLWE4MTUtYTY4MjM3ZThhZGExXkEyXkFqcGdeQXVyMjIxMzMyMQ@@._V1_UY317_CR63,0,214,317_AL__QL50.jpg","Divided We Fall,Cosy Dens,Up and Down,Beauty in Trouble"
Richie Smyth,Director,,"https://m.media-amazon.com/images/M/MV5BMDA1ZTUwYjItYzBjZi00OWI1LTk2OTQtMTRmYmNmMTM3Yzc1XkEyXkFqcGdeQXVyMTU2OTA2OTI@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Siege of Jadotville,Fighting Charity,An Ocean View,Command and Control"
Ken Block,Writer,,"https://m.media-amazon.com/images/M/MV5BOTc2NzI1NzQ1OV5BMl5BanBnXkFtZTgwMTgxMjI2NDM@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Gymkhana Seven: Wild in the Streets of Los Angeles,Gymkhana Ten: Ultimate Tire Slaying Tour,The DC Video,Climbkhana: Pikes Peak"
Lisa Hagmeister,Actress,1979-0-0,"https://m.media-amazon.com/images/M/MV5BYmM4Y2Y2NTYtNzgyMy00YWIzLTk5YjItMjExMWZhMzgwMDhlXkEyXkFqcGdeQXVyMTg5Nzc4MTM@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","System Crasher,Tatort,Counterpart,Isi & Ossi"
Jean Marchand,Actor,1951-4-22,"https://m.media-amazon.com/images/M/MV5BYmM4ZDQwYjctY2FmMC00ODdhLWI4NmEtOGNmZWE0YWFjYzg3XkEyXkFqcGdeQXVyMTU2NTYxNDA@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Mars et Avril,Unité 9,Strange Shadows in an Empty Room,The Surrogate"
Stefanie Bloom,Actress,,"https://m.media-amazon.com/images/M/MV5BNTMzYmUyOWItYmVmNi00YzQ5LTk4MjctZjMwNzQ0Mzc2ZWNiXkEyXkFqcGdeQXVyNDgwMjE1MTc@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","2050,Little Cupid,Gotham,The Perfect Murder"
Ralph Winter,Producer,,"https://m.media-amazon.com/images/M/MV5BODQ0Nzc1NTktNWRhMi00M2M1LWE5NmQtODcwNTBlOTRkMDJjXkEyXkFqcGdeQXVyMTQ3ODQ4Mzg@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Adrift,X2: X-Men United,The Promise,Altered Carbon"
Andrew Steele,Writer,,,"Saturday Night Live,The Spoils of Babylon,Funny or Die Presents...,The 2018 Rose Parade Hosted by Cord & Tish"
Nansi Nsue,Actress,1989-10-12,"https://m.media-amazon.com/images/M/MV5BNjc5YTg2OTUtYWRhNS00M2E4LTk3NTktNTcwMDdmMzFmZjBhXkEyXkFqcGdeQXVyMjQxMDMzNDE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Whiskey Cavalier,The Mallorca Files,How To Talk To Girls at Parties,Autopsy: The Last Hours of"
Alexandra Bard,Actress,,"https://m.media-amazon.com/images/M/MV5BMmNjN2QxMjAtMmExNC00YWVhLWE4MTEtOWJkN2Q3NzMzOTA1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR27,0,214,317_AL__QL50.jpg","The Meanest Man in Texas,Strange Blood,The Curse of Sleeping Beauty,The Mystery of Natalie Wood"
Conor McPherson,Writer,1971-8-6,"https://m.media-amazon.com/images/M/MV5BMzAzNjE5OTcyNl5BMl5BanBnXkFtZTcwMjQ4MDIyMw@@._V1_UY317_CR101,0,214,317_AL__QL50.jpg","The Eclipse,Saltwater,I Went Down,Paula"
Krystal Vayda,Actress,1984-4-16,"https://m.media-amazon.com/images/M/MV5BMzg5MDZiZTUtNzg3OS00NmM3LWI0YjItMzI5NDczN2YzZWI5XkEyXkFqcGdeQXVyMzUyNzc1Mw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Dreamcatcher,The Girl in the Photographs,Thor: Ragnarok,Share the Love"
Dawn Greenhalgh,Actress,1934-0-0,"https://m.media-amazon.com/images/M/MV5BYjc0MmVkZmYtMzljMC00YTQ2LTk3ZTItZmE2MDg4ZGRjZWZjXkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_UY317_CR185,0,214,317_AL__QL50.jpg","The Virgin Suicides,Maps to the Stars,Anne of Green Gables,This Is Wonderland"
Rachel Amanda Bryant,Actress,,"https://m.media-amazon.com/images/M/MV5BNjFmY2U5YzktZjY5My00NzE3LWJkY2ItMTBhYmExYTEyNzg2XkEyXkFqcGdeQXVyMjI4NDAwMjg@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","In Bed with a Killer,Yes Day,The Campus,The After Party"
Vamshi Paidipally,Writer,,"https://m.media-amazon.com/images/M/MV5BZmYzYTA3ZDQtOWUyMS00MjUzLTg3NzUtMzAxNzlhNGQ2YWFjXkEyXkFqcGdeQXVyNDc2NzU1MTA@._V1_UY317_CR93,0,214,317_AL__QL50.jpg","Oopiri,Brindaavanam,Yevadu,Maharshi"
David S. Hogan,Actor,1974-1-14,"https://m.media-amazon.com/images/M/MV5BYTk2ZTc5YTUtZmQwZC00MmQ0LWJjZjAtMWFjYjc5ZTQ0YmI1XkEyXkFqcGdeQXVyMjM4Nzc1ODE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Z Nation,The Parish,Grimm,Bad Samaritan"
Soraia Chaves,Actress,1982-6-22,"https://m.media-amazon.com/images/M/MV5BZTFiZTFmNDItMWJkNi00NmE5LWFmYjgtNmYzY2QwNWJmMzNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","Call Girl,O Crime do Padre Amaro,Beauty and the Paparazzo,Salazar: A Vida Privada"
Graham Clarke,Actor,,"https://m.media-amazon.com/images/M/MV5BMTU3Mjg5MzYxOV5BMl5BanBnXkFtZTgwMjUyMTgxMjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","It's Always Sunny in Philadelphia,Honey Boy,The Politician,Lucifer"
Jared Safier,Producer,1982-12-21,"https://m.media-amazon.com/images/M/MV5BMTEwMTc3NzUtZGY5ZS00MjkwLWJjMmMtZjg2MDZmYzA5ZGFlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Penance Lane,Himalayan Ice,The Brawler,Altitude"
Mary Lou Belli,Director,,"https://m.media-amazon.com/images/M/MV5BMjI5MDgyODExN15BMl5BanBnXkFtZTgwNTUxMDA2NzE@._V1_UY317_CR6,0,214,317_AL__QL50.jpg","Straight Eye for the Gay Guy,Santa Monica Cares Bread and Roses Cafe,One on One,Girlfriends"
Garrett Hammond,Stunts,,"https://m.media-amazon.com/images/M/MV5BMTA1YzE0YjUtZjAwMC00M2Q5LWIyZTgtY2VlYzgyY2RiOWVjXkEyXkFqcGdeQXVyMjA4MDA0NTg@._V1_UY317_CR131,0,214,317_AL__QL50.jpg","Avengers: Endgame,Captain America: Civil War,Avengers: Infinity War,Logan"
Robert Clothier,Actor,1921-10-21,"https://m.media-amazon.com/images/M/MV5BZDBiZTVmY2ItOGU4Ni00MDNkLTg5YzMtNTY3YmZkNjRjYzc2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR175,0,214,317_AL__QL50.jpg","The Beachcombers,The Outer Limits,The X-Files,Poltergeist: The Legacy"
Matthew Parkhill,Writer,,"https://m.media-amazon.com/images/M/MV5BMWM4MGJiNzEtOGJmOS00YzRhLTk1MzAtN2I3MGQzOGVhY2YwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR8,0,214,317_AL__QL50.jpg","Rogue,Deep State,Dot the I,The Caller"
Peter Foott,Writer,,"https://m.media-amazon.com/images/M/MV5BMTk1NTU1NDM4NV5BMl5BanBnXkFtZTgwNTc2NzA2MjE@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","The Young Offenders,The Young Offenders,The Carpenter and His Clumsy Wife,Republic of Telly"
Joan Micklin Silver,Director,1935-5-24,,"Hester Street,Between the Lines,Finnegan Begin Again,Chilly Scenes of Winter"
Melody Klaver,Actress,1990-9-9,"https://m.media-amazon.com/images/M/MV5BYWU5Y2JjY2MtZTk5Ni00MTVmLWE3ZGEtMTA0MzRlMzdkYjJkXkEyXkFqcGdeQXVyNzE0MzE1Nw@@._V1_UX214_CR0,0,214,317_AL__QL50.jpg","Rafaël,Winter in Wartime,Diep,Dusk"
Klaudia Koronel,Actress,,,"Live Show,Woman of Mud,Sagot ko ang buhay mo,Dugo ng birhen: El kapitan"
Bruce Baillie,Director,1931-9-24,"https://m.media-amazon.com/images/M/MV5BNDgyYWU3NDgtMmUwZi00N2FkLTg5MzMtZDU4YmYxYjJkZjNmXkEyXkFqcGdeQXVyMjE5MzM3MjA@._V1_UY317_CR12,0,214,317_AL__QL50.jpg","Quick Billy,Quixote,The Cardinal's Visit,Dr. Bish Remedies"
Roberto Lombardi,Actor,1963-12-31,"https://m.media-amazon.com/images/M/MV5BNWNkNDdiYmEtMDk5Ni00OTY5LTg0MTQtMWE5ODA4ZTdiYTBkXkEyXkFqcGdeQXVyMTEwNzc0NzY@._V1_UY317_CR17,0,214,317_AL__QL50.jpg","Krueger: Tales from Elm Street,The Cemetery,The Happening,Masks"
Nancy Baldwin,Actress,1956-0-0,,"Everest,Mamma Mia!,London Has Fallen,Hyde Park on Hudson"
Markuann Smith,Actor,,"https://m.media-amazon.com/images/M/MV5BMjA5ZGM0MDItMTAwYS00Y2UzLTk0Y2EtODhkNGUwMTM0NDliXkEyXkFqcGdeQXVyMTY0ODk4NDM@._V1_UY317_CR51,0,214,317_AL__QL50.jpg","Godfather of Harlem,Forget to Remember,King of Paper Chasin',God. The Crackhouse and the Devil"
